id,ilgar_comp_id,company_name
208,CMP05YGUT6L2PS,AKANA DENİZ TEKNOLOJİLERİ SAN.TİC.LTD.ŞTİ.
209,CMP085B71R414W,ARC CHEMICALS KİMYA SANAYİ VE TİCARET LTD.ŞTİ
210,CMP7HWAF19212L,ATLAS GEMİ VANALARI VE EKİPMANLARI TİC. LTD. ŞTİ.
211,CMP8WNJC02XFSL2SR,AYHAN METAL PRES DÖKÜM SAN.VE TİC.A.Ş.
212,CMP3C8G1CL,BANDO KAYIŞ SAN.VE TİC.(TÜRKİYE)A.Ş.
213,CMP8WNHU2HXMJ61HT,BEYDEMİR KONTEYNER ÇEL.VE MAM.MAK.İTH.İHR.SAN.VE TİC.LTD.ŞTİ
214,CMP77WGW56K23C,BİRLİK KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ
215,CMPA3BGD7NR384,CANTEK TASARIM MÜH.SAN.VE TİC.A.Ş.
216,CMP3PEHXR1182,CLARIANT (TÜRKİYE) BOYA KİM.MAD.VE MADEN SN.VE TC.A.Ş.
217,CMP78SBR5R615W,DORABOX POLİSTREN AMBALAJ SANAYİ VE TİCARET LTD.ŞTİ.
218,CMP8WNNL3015RS2K7,EDEL MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.
219,CMP3PLE4M51BL,EGE FREN SANAYİ VE TİC.A.Ş. EGE SERBEST BÖLGE ŞUBESİ
220,CMP8UUDBNB51E8,EKİCİLER SÜT GIDA TAR. HAY. SAN. VE TİC. A.Ş.
221,CMP66MAH8BJ2P8,ENEKO HAV. VE ISI EKO. SİS. TEK. MAK. SAN. VE TİC.  A.Ş.
222,CMP95MC5ASY2BK,FATMER DIŞ TİC. AMB. MALZ. GIDA SAN. VE TİC. LTD. ŞTİ.
223,CMP7T0FHG1W3SP,FERRO DÖKÜM SAN. VE TİC. A.Ş.
224,CMP0SJFEKR3199,GARDEN NATURA TARIM ÜRÜNLERİ SANAYİ İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ
225,CMP9WEFX6XU3L1,GAYA ŞARAPÇILIK DAN.GIDA ELEKT.MAD. PAZ. TİC. VE SAN. LTD. ŞTİ.
226,CMP8S2B96S313H,GENERAL ELEKTRİK TİC. SAN.
227,CMP7BSPE7U0161,GÜRTEK METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ
228,CMP023PKRFC281,HUBERGROUP MATBAA MALZEMELERİ ÜRETİM VE PAZ.LTD.ŞTİ.
229,CMP8WNPBJ9S0ME2HN,MİTAŞ ENDÜSTRİ SANAYİ TİCARET ANONİM ŞİRKETİ
230,CMP9N8GF6S81N9,NİPPON PAİNT TURKEY DEN. BOYA SAN. VE TİC. A.Ş.
231,CMP0CDBKY5112F,NİPRO MEDİKAL SAĞLIK HİZMETLERİ TİC.LTD.ŞTİ.
232,CMP9B3HNCD51B9,PERDESAN CAM PVC.AL.KAPI PNC.SİS.TUR.İNŞ.İTH.İHR.SAN. VE TİC.LTD.ŞTİ
233,CMP4BUGDC31A8,PİBAY TEKSTİL SANAYİ VE TİCARET A.Ş.
234,CMPA6FDAAN1132,RAN DİZEL MOTOR SANAYİ VE TİCARET LİMİTED ŞİRKETİ
235,CMP0PPG8H1G2LK,SACEV PLASTİK KALIP MAKİNA SAN.TİC.LTD.ŞTİ.
236,CMP3N2BA891F6,SEDEF GEMİ İNŞAAT A.Ş.
237,CMPA0JB8J61135,STONE GALLERY DOĞAL TAŞLAR SANAYİ VE TİCARET ANONİM ŞİRKETİ
238,CMP577AGJYB1T22,SİRENA MARİNE DENİZCİLİK SAN. TİC. A.Ş
239,CMP0LCASDW51B4,TEMPE GİYİM İTHALAT İHRACAT VE TİC. LTD. ŞTİ.
240,CMP04YAERNJ1FE,TORKPT GÜÇ AKTARIM SİSTEMLERİ İÇ VE DIŞ TİCARETLTD ŞTİ
241,CMP7LXACPDG25M,TRAVERTEN MERMER END.İNŞ.SAN. VE TİC.LTD.ŞTİ.
242,CMP0MUF8S6B1J1,VM GIDA NAKLİYAT İÇ VE DIŞ TİCARET İNŞAAT TAAHÜT ANONİM ŞİRKETİ
243,CMP8PZB1KRL1M1,VİLCKENS BOYALARI SAN.TİC.LTD.ŞTİ.
244,CMP0A5DAEB510H,YAPISAN PARK ÇOCUK OYUN İML.İNŞ.SAN VET.LTD.ŞTİ
245,CMP0NCDTDR214R,ZA GIYIM ITHALAT VE IHRACAT LTD.STI.
246,CMP8PMHC0DM2L9,ÖZGÜN GIDA SAN VE TİC LTD ŞTİ
247,CMP7060S2P1134,İNOSA DANIŞMANLIK END. ÜRN. İTH.İHR. SAN. TİC. LTD. ŞTİ.
248,CMP3J8D4K5,İZMİR ELEKTRİK ÜRETİM LTD. ŞTİ.
249,CMP3URAGJ71SK,LITHOPAK BASIM KAĞIT VE AMBALAJ SANAYİ A.Ş.
250,CMP72LEFXJ2119,UNIFREE DUTYFREE İŞLETMECİLİĞİ  A.Ş
251,CMP8WPA2N2PT8K1TW,AY MARKA MAĞAZACILIK AŞ
252,CMP88SFX7FK275,FIELDCORE SERVICE SOLUTIONS INT.TURKEY ENERJİ SİS.MÜH.HİZ.VE TİC VE SER.LTD.ŞTİ.
253,CMP97XH9JF5108,GE ENERJİ ENDÜSTRİ TİCARET VE SERVİS A.Ş.
254,CMP97YDD8BS1Y3,GE RENEWABLE ENERJİ A.Ş.
255,CMP9AWCWAFN36P,PETES MAKİNA SAN. TİC. A.Ş
256,CMPAPEACCF1112,WABTEC FAIVELEY RAYLI SİSTEMLERİ LİMİTED ŞİRKETİ
257,CMP8NPHAXSK1S1,AUSTRIA CARD TURKEY KART OPERASYONLARI A.Ş.
258,CMP4HBH7CR14A,GİPS GELİŞTİRİLMİŞ İNŞ MALZ.VE PERLİTLİ SIVA SN.VE TC. A.Ş.
259,CMP4BRBXB31N6,KILAVUZ PROSES ÇÖZÜMLERİ TİC. LTD.ŞTİ
260,CMP7PKDL5T111W,NETAŞ BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ
261,CMP9LTDGNKU1ZG,PARSIS COMMERCE DIŞ TİC. LTD. ŞTİ. İSTANBUL ATATÜRK HAVALİMANI SERBEST BÖLGE ŞUBESİ
262,CMP8PUJ7LZ61JR,SYNPET TEKNOLOJİ GELİŞTİRME A.Ş
263,CMPB9BG34L01GJ,XFM OTOMOTİV SAN.TİC.A.Ş.
264,CMP7MHGBW43139,YAMAZAKİ MAZAK TURKEY MAKİNA LTD.ŞTİ.
265,CMPABTBTPB1112,UNİJEN DIŞ TİC.LTD.ŞTİ
266,CMP93AG390C1KX,ATÜ TURİZM İŞLETMECİLİĞİ A.Ş...
267,CMP9KYGP5Y215T,DECORGA PINTURA S.L.MERKEZİ İSPANYA İSTANBUL MERKEZ ŞB.
268,CMP0R2HXP9216A,DORUK AKTİF TİCARET LOJİSTİK DANIŞMANLIK LTD.ŞTİ.
270,CMP3RPHAG716G,MASSIMO DUTTI GIYIM ITH.IHR.VE TIC LTD STI
271,CMP970E2JPB1XL,TUC TUC TURKEY TEKSTİL TİCARET LTD.ŞTİ.
272,CMPA7GETSH513T,AXPO TURKEY ENERJİ A.Ş.
273,CMP0560R2SJFXJ1D3,GUESS TURKEY PERAKENDE SAT. MAGAZACILIK VE TIC.LTD. STI.
274,CMP4BRBTCL1AM,FRUKO MEŞRUBAT SAN. LTD. ŞTİ.
275,CMP4BRBTCD1NZ,FRİTO LAY GIDA SAN.VE TİC. A.Ş.
276,CMP7PXDRSP418R,ECOLAB TEMİZLEME SİSTEMLERİ LTD.ŞTİ.
277,CMPA59EULA211A,YAVUZKAN HAZEL GIDA SAN.VE TİC.LTD.ŞTİ.
278,CMP9KWH97P91EB,MOTUL TR İLERİ TEKNOLOJİ OTOMOTİV VE END.YAĞLARI TC.A.Ş.
279,CMP4BRC2S7176,NALCO ANADOLU KİMYA SAN. TİC. VE LTD. ŞTİ.
280,CMPA4HDE9J3128,ENERCON RÜZ.ENER.SAT.KUR.HİZ.LTD.ŞTİ.EGE SERBEST BÖLGE
281,CMP8UKDPKNN2UM,KIMBERLY CLARK TÜK. MAL. SAN. TİC. AŞ.
282,CMP54RGTA414A,KİMBERLY CLARK TÜKETİM MALLARI SAN.VE TİC.A.Ş.
283,CMP3UB0WCX1R4,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.
284,CMPA23EXDUT27T,AYYILDIZ DOKUMA KUMAŞ PAZ. SAN. VE TİC. A.Ş
285,CMP06GFPUYM1HW,CET İTHALAT İHRACAT TİCARET LTD.ŞTİ
286,CMP5KZFDYD1112,CONVATEC SAĞLIK ÜRÜNLERI LTD.ŞTİ.
287,CMP6HMJ7ALB25C,DSM GRUP DANISMANLIK İLETİŞİM VE SATIŞ TİC.A.Ş.
288,CMP75RHWB1P361,EFES PAZARLAMA VE DAĞITIM TİC A.S.
289,CMP8KB18HT3144,HOTİÇ AYAKKABI SAN. TİC. A.Ş. ( INTERNET )
290,CMP8HJP4CL312K,HOTİÇ AYAKKABI SAN. VE TİC. A.Ş. ( MAĞAZA)
291,CMP0S4E7LDD1KN,MARKAHUB HAZIR GİYİM SANAYİ VE TİC.LTD.ŞTİ.
292,CMP84HLHHS111W,MOET HENNESSY TURKEY ŞARAPLAR VE ALKOLLÜ İÇKİLER TİC. LTD.ŞTİ.
293,CMPASPB5W31115,MRDIY TRADING EV GEREÇLERİ VE YAPI MALZEMELERİ TİC.A.Ş
294,CMP9URH02U2149,ROTHO BLAAS TURKEY DIŞ TİCARET LTD.ŞTİ.
295,CMPA5UB7TSK1T9,RWB GLOBAL HAZIR GİYİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ
296,CMP9KZELED813G,US FASHION TURKEY TEKSTIL TIC.A.S.
297,CMP7T0GGUU8169,MESAN KİLİT A.Ş.
298,CMPC37DE38111M,AGRİKAL TARIM VE SANAYİ MİNERALLERİ LTD. ŞTİ.
299,CMPA83DPW1112B,TALYA BİTKİSEL ÜRÜNLER TİCARET VE SANAYİ A.Ş
300,CMP8WNPBLSUT39101,TALYA DOĞAL ÜRÜNLER İÇ VE DIŞ TİCARET A.Ş
301,CMP76SJC01111W,A VE D PERAKENDE VE DIŞ TİC.A.Ş.
302,CMP7J8GK1041AR,VELOX DIŞ TİCARET LTD.ŞTİ.
303,CMP7WPA3CZ2145,DİSERA TIBBİ MALZEME LOJİSTİK SANAYİİ VE TİCARET A.Ş.
304,CMP7WDGGM13128,OVA OLUKLU MUKAVVA AMBALAJ SAN VE TİC A.Ş.
305,CMP42GDH8E1N4,ENTEGRE HARC SANAYİ VE TİCARET A.Ş.
306,CMP0PYAPUB01M9,HEUBACH COLORANTS TURKEY BOYA SANAYİ VE TİCARET A.Ş.
307,CMP80HGS6F819G,STAHL KİMYA SAN. VE TİC.LTD.ŞTİ.
308,CMP8M8JA3G414L,VELOMOTO İTHALAT İHRACAT NAK. SAN. TİC. LTD. ŞTİ.
309,CMPB5DG49XH1A5,HALİL PAZARLAMA TİC.LTD.ŞTİ (DENEME)
310,CMP8WP8JB9SUD91XT,İSTANBUL SERA PLASTİK SANAYİ VE TİCARET A.Ş.
311,CMP-SOLASB-IST,ASM OTEL VE TURİZM SEYAHAT İŞLETMECİLİĞİ A.Ş.
312,CMP-TASKAZ-IST,TAS.HAL.KAZAN OTOMOTİV A.Ş.
313,CMP07SGMD14U871HG,MOTUL TR ILERI TEKNOLOJI OTOMOTIV VE ENDUESTRI A.S.
314,CMP3UJ0WWD1PB,DAGİ GİYİM SANAYİ VE TİCARET ANONİM ŞİRKETİ
315,CMPBJPBR83U3DW,EROS TEKSTİL İNŞ. SAN. VE TİC.A.Ş.
316,CMP9PKG0T6311R,AGT AĞAÇ  ANTALYA
317,CMP4BRBTLR1NY,GENERAL MOTORS TÜRKİYE
318,CMP9K4H7SZ4141,JOHNSON CONTROLS KLİMA SOĞUTMA SERVİS SAN.VE TİC. A.Ş. - İSTANBUL ŞUBE
319,CMP8WNHX3SUESJ1P6,OMV ENERJİ TİCARET LTD.ŞTİ.
320,CMP4K7H9WL12X,OPEL TÜRKİYE OTOMOTİV LTD.ŞTİ.
321,CMP8WNHX228CEC1ZN,PETROL OFİSİ ALTENATİF YAKITLAR TOPTAN SATIŞ  A.Ş.
322,CMP7A501XT3136,SCHNEIDER ELEKTRİK SANAYİ VE TİCARET A.Ş.
323,CMP07UEP4C1112,TASFİYE HALİNDE 11 TEKSTİL PAZARLAMA SAN VE TİC. A.Ş.
324,CMP89W0XCJ3155,TP PETROL DAĞITIM A.Ş.
325,CMP8WP0M4005M2145,TURKSPORT SPOR ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
326,CMP5LNDT2TC1CK,NEWELL RUBBERMAID KIRTASİYE VE SAN.LTD.ŞTİ.
327,CMP9KMM960KHZC1E8,ENERCON SERVIS LTD.STI
328,CMP8WRF0M294LG1M9,DENİZ PLASTİK GIDA SAN. TİC. LTD. ŞTİ.
329,CMP9UUA51K211A,SOORTY INTERNATIONAL LIMITED-TÜRKİYE ŞB.
330,CMP9JUAGLM1112,KÜLAHÇIOĞLU DIŞ TİCARET VE SANAYİ LİMİTED ŞİRKETİ
331,CMP4K0DK221EN,STELLANTIS OTOMOTİV PAZARLAMA A.Ş.
332,CMP9BKB3EU314C,ASELSANNET İZMIR BÖLGE MÜDÜRLÜĞÜ
334,CMP978CFW7412C,SERDAR AV SANAYİ TEKSTİL DAY.TÜK.MAL.SAN.TİC.LTD.ŞTİ.
335,CMP77FDGCA01JR,TORUN TURİZM NAK.VE SİLAH SAN.TİC.LTD.ŞTİ.
336,CMP8WNP28RJGKF24G,DRT YÖNETİM HİZMETLERİ A.Ş
337,CMP0JEH9WGJ2EX,UNİFREE DUTY FREE İŞLETMECİLİK A.Ş.
338,CMP75BAHTJE27E,ONPER OTOMOTİV İNŞAAT TARIM TURİZM SANAYİ VE TİCARET LTD. ŞTİ.
339,CMP0PGDA39D1W1,GAMİ GİYİM TİCARET A.Ş.
340,CMPC8SE4CP1112,SW MAKİNE TİCARET LİMİTED ŞİRKETİ
341,CMPC4LEJU61112,COTİLL ALÜMİNYUM VE CAM SİSTEMLERİ SAN. VE TİC.A.Ş.
354,CMPC2FDW6R1126,LOTTE CHEMICAL CORPORATION
342,CMP8WRFB018GUN38W,EKOR KURŞUN METAL PLASTİK SAN. VE TİC. LTD. ŞTİ.
343,CMPAA3DAMGX40Y,FALEZ GLOBAL HIRDAVAT İNŞAAT MALZEMELERİ DIŞ TİCARET LİMİTED ŞİRKETİ
344,CMPC2G08CK113Z,FORSCHNER KABLO SİSTEMLERİ ANONİM ŞİRKETİ
345,CMPBS8D38701GJ,GNY ULUSLARARASI TAŞIMACILIK VE TİCARET ANONİM ŞİRKETİ
346,CMPA0MBHX771H3,I DOCO MAKİNA İTHALAT İHRACAT ANONİM ŞİRKETİ
347,CMPB9XEATXA1KY,KARBORU MONTAJ MAKİNA VE BORU SANAYİ TİCARET A.Ş
348,CMPB25FE7WS3U1,LEVENT KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ
349,CMP8WRFAY0RJ3017W,MEKPAN METAL PANEL SAN. VE TİC. LTD. ŞTİ.
350,CMPBJNAW0A91EB,NESCO GIDA İÇECEK TURİZM İNŞAAT İTH. İHR. SAN.VE TİC. LTD. ŞTİ.
351,CMP8KUC81KW2WP,NEVA KOMPOZİT TEKNOLOJİ VE MARİNE SAN.TİC.LTD.ŞTİ.
352,CMPA9BFBGFH2LW,PERGE KAĞITÇILIK MAKİNA PLASTİK TEKSTİL İTHALAT İHRACAT AMBALAJ SANAYİ VE TİCARET LİMİTED ŞİRKETİ
353,CMP9N7F786D1JC,SENCER AKÜMÜLATÖR İMALAT PLASTİK ELEK. GIDA İNŞ. İTH. İHR. TİC. VE SAN. LTD. ŞTİ.
355,CMP8MLEXALY2W3,VASTAŞ VALF ARMATUR SANAYİ TİCARET A.Ş.
356,CMP9KABJSSJ2X6,BELGİN MADENİ YAĞLAR TİC VE SAN A.Ş.
357,CMP8NTC3S581DG,MİTAŞ CİVATA SAN. VE TİC. A.Ş.
358,CMP65EGWAW319X,DEUTSCHE LUFTHANSA AKTİENGESELLSCHAFT TÜRKİYE
359,CMPA0EA28661B3,LUBTEK MADENİ YAĞLAR SANAYİ VE TİCARET A.Ş
360,CMP69RE152D1ME,JAIN SULAMA SİSTEMLERİ SAN.TİC.A.Ş.
361,CMP-SOLLOJ-IZM,SOLMAZ KÜRESEL GÜMRÜK MÜŞAVİRLİĞİ A.Ş - İZMİR
362,CMPEB0F2E3CEG0ZB0B,BP PETROLLERİ A.Ş. AKARKAYIT
363,CMPC0BFF1N1115,PMS MARİNA EKİPMANLARI İÇ VE DIŞ TİCARET A.Ş
364,CMPC6FEPD361DG,PMS MARİNA EKİPMANLARI İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ
365,CMP547DNMG10N,PMS POLİETİLEN MAMÜLLER SAN.VE TİC.A.Ş
366,CMP-SOLLOJ-MRN,SOLMAZ KÜRESEL GÜMRÜK MÜŞAVİRLİĞİ A.Ş - MERSİN
367,CMP8B7HK6MY3AK,BP PETROLLERİ
368,CMP4UMFKHX1PS,INTERSOURCE TEKS. VE KONF. SAN. VE TİC. A.Ş.
369,CMP4BRBWDY1N2,İNTERSOURCE TEKS.VE
370,CMP0U9LEL1L503163,INTRA MEDIKAL GERECLER PAZARLAMA LTD. STI.
371,CMP8LLGCB0F19G,MERPA METAL ENDÜSTRİ VE PAZ. A.Ş.
372,CMPBUWD7GR91KN,OYAK PV PANEL ÜRETİM ANONİM ŞİRKETİ
373,CMP876H3MET1WN,DE-GA OTOMOTİV SANAYİ VE TİCARET A.Ş.
374,CMP3HTGGXA,GEBZE ELEKTRİK ÜRETİM LTD. ŞTİ.
375,CMP98MG81RY3L0,RWE - TURCAS GÜNEY ELEKTRİK ÜRETİMİ A.Ş.
376,CMP3JBB36K,TURKON KONTEYNER TAŞIMACILIK VE DENİZCİLİK A.Ş.
377,CMP664GHCH81G9,WİLHELMSEN DENİZCİLİK HİZMETLERİ LTD. ŞTİ.
378,CMP5KDAJAH213R,ENELSAN LOJ.İZO.OTO.ELEK.ELEKT.YED.PAR.ÜRETİM GIDA SAN.VE TİC.LTD.ŞTİ.
379,CMP9CECUG1315Z,HİPP DIŞ TİCARET LTD. ŞTİ.
380,CMP9W5CXH5S25J,MEKOSER SERACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ
381,CMP-SOLGUM-ANT,SOLMAZ GÜMRÜK MÜŞAVİRLİĞİ A.Ş.- ANTALYA
382,CMPCAYFAWH412G,KUZEY PET VETERİNER ÜRÜNLERİ İLAÇ VE GIDA SAN. DIŞ TİC. A.Ş.
383,CMP0J9HJG1314F,AGT BODRUM MANDARIN
384,CMP09WHD2HU8KU3HC,BASF TURK KIMYA SAN. VE TIC. LTD. STI.
385,CMP0K7M532ET4X1ZW,BASF TUERK KIMYA VE SANAYI TIC. LTD. STI.
386,CMPA3HH97H819R,ECOLAB TEMİZLEME SİSTEMLERİ LTD.ŞTİ. - TUZLA
387,CMPA9ZB1C6113S,MAKE LIFE BETTER GIDA VE SAĞLIK ÜRÜNLERİ İTH. İHR. SAN. VE TİC. LTD. ŞTİ.
388,CMP434BEYW12R,BASF TÜRK KİMYA SAN. VE TİC. LTD ŞTİ
389,CMP7RP0A1KH1P3,OMV PETROL OFİSİ A.Ş-ANTALYA
390,CMPCHAHGDTA1PP,ATÜ ANTALYA MAĞAZAİŞLETMECİLİĞİ ANONİM ŞİRKETİ
391,CMP9BBAL02913T,TÜRKİYE CUMHURİYET MERKEZ BANKASI A.Ş.  BANKNOT MATBAASI GENEL MÜDÜRLÜĞÜ
392,CMP9WFDCER715C,SOLMAZ GÜMRÜK MÜŞAVİRLİĞİ A.Ş MERKEZ
393,CMP9TGGB6KN223,MARE TEDARİK LOJİSTİK DENİZCİLİK VE DIŞ TİCARET A.Ş.
394,CMP-SOLGUM-IST,SOLMAZ GÜMRÜK MÜŞAVİRLİĞİ A.Ş.
395,CMPA97HW4KN3AR,GRANİTAŞ GRANİT SAN VE PAZ A.Ş
396,CMPCLEB9AG1132,BROWN FORMAN İÇKİ TİCARET LİMİTED ŞİRKETİ
397,CMP89XGJ5051AA,İSTANBUL SABİHA GÖKÇEN ULS.HAV.YAT.YAP.VE İŞL.A.Ş.
398,CMP9SWH79K61DG,AKTEM TEMSİLCİLİK VE ELEKTROMEKANİK SANAYİ VE TİCARET A.Ş.
399,CMPCNSEL3XA1J8,PURE VILLAGE TEKSTİL A.Ş.
400,CMP3NPH7YG16J,DYSTAR TEKSTİL BOYA VE TEKNOLOJİSİ SAN VE TİCARET LTD ŞTİ
401,CMP99SF4XGE2DY,MENAR TEKSTİL DIŞ TİC.LTD.ŞTİ